datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
12/31/2002 23:55,wenatchee,wa,us,oval,1800,half hour,Near midnight I heard our local radio station announce that there were strange lights in the sky. I looked out my launddry room window,2/11/2003,47.4236111,-120.3091667
12/31/2003 23:45,wenatchee,wa,us,light,1800,20-30 min,Generally agreeing with other reports posted for this event.  Have never seen anything like this; approx. nine yellow-orange lights in,1/17/2004,47.4236111,-120.3091667
12/31/2008 14:30,bremerton,wa,us,circle,20,20 seconds,Saw black ball-shaped object floating overhead. A helicopter flew across it&#39s path underneath it.,1/10/2009,47.5675000,-122.6313889
12/31/2010 00:00,arlington,wa,us,formation,600,10 min,3 pairs of glowing red/orange light formations New Years eve 2011 at midnight,1/5/2011,48.1988889,-122.1238889
12/31/2010 00:57,auburn,wa,us,triangle,120,2 min,AT  12:57 AM  12/31/10  I  WATCHED  A  V  SHAPED  CRAFT  TRAVEL  FROM  THE  SOUTH  EAST  IT  WAS  ORANGE  IN  COLOR  AND  IT  NEVER  MA,1/31/2011,47.3075000,-122.2272222
12/31/2010 16:26,seattle,wa,us,circle,120,2 min.,This U.F.O. was similar to other reported ufo&#39swas extremely,1/5/2011,47.6063889,-122.3308333
12/31/2010 22:45,kennewick,wa,us,circle,1800,30 min,Three bright&#44 orange  objects moving across the sky.,1/5/2011,46.2113889,-119.1361111
12/31/2010 23:00,leavenworth,wa,us,light,600,10 minutes,At approximately 11:00 PM PST on New Year&#39s Eve&#44 2010&#44 my wife and I both observed two orangish objects in the night sky&#44 approximately,1/31/2011,47.5963889,-120.6602778
12/31/2011 01:10,marysville,wa,us,light,900,15 minutes,6 orange lights south of marysville&#44 Wa.,1/12/2012,48.0519444,-122.1758333
12/31/2011 17:05,spokane,wa,us,fireball,120,2 minutes,2 fireball like lights&#44silent.south to north.,1/12/2012,47.6588889,-117.4250000
12/31/2011 18:30,marysville,wa,us,fireball,10800,3+ hours,Bright orange object in the northern sky moved and was joined by another similar object; both moved away after 3+ visits.,1/12/2012,48.0519444,-122.1758333
12/31/2011 23:52,seattle,wa,us,circle,300,5 minutes,8-10 orange UFO&#39s sited New Years Eve&#44 just before midnight in Seattle.,1/24/2012,47.6063889,-122.3308333
12/31/2012 19:30,sequim,wa,us,other,1,~1 second,3 high speed  illuminated objects observed.,2/4/2013,48.0797222,-123.1005556
12/31/2012 20:45,anacortes,wa,us,fireball,120,1-2 minutes,3 orange fire like&#44 round objects moving south in night sky.,2/4/2013,48.5127778,-122.6113889
12/31/2012 23:45,burien,wa,us,oval,300,5 minutes,Amber colored oval shape floating/hovering west of Burien.,2/4/2013,47.4705556,-122.3455556
12/31/2012 23:58,palouse,wa,us,light,60,~1 minute,At New Years&#44 I observed two orange-red colored lights moving inline before turning straight upwards and disappearing into the clouds.,2/4/2013,46.9102778,-117.0747222
12/31/2013 19:01,clarkston,wa,us,fireball,540,9 minutes,Red/Orange fireball-type light moves east&#44 then west&#44 then ascends and dims out.,1/10/2014,46.4163889,-117.0441667
12/31/2013 19:54,selah,wa,us,fireball,900,10-15 minutes,4 fireballs in night sky.  Shape seen.,1/10/2014,46.6541667,-120.5288889
12/31/2013 20:30,newman lake,wa,us,fireball,300,5 minutes,At 20:30&#44 12/31/2013&#44 I spotted a light in the air above Newman Lake&#44WA&#44 nearing Stateline Idaho. It was round and emitted orange light,1/10/2014,47.7769444,-117.0938889
1/23/1995 06:15,seattle,wa,us,,30,30 sec.,Man calls to report he &amp; wife witnessed metallic disc hovering just above Pug. Sound. Streaks off. (No 2nd call),11/2/1999,47.6063889,-122.3308333
12/3/1996 04:00,north bend,wa,us,,5,5 sec.,Woman sees 3x very rapid pulses of light that fill the house and surrounding area. Gold&#44 then blue&#44 then distinctly green. No thunder.,11/2/1999,47.4958333,-121.7855556
12/3/1998 23:30,kirkland,wa,us,triangle,60,1minute +,I saw a wedged shaped craft with very bright lights&#44 approx. 150 feet above the street near my home on December 3&#441998 at 11:30 pm.,1/28/1999,47.6816667,-122.2075000
12/3/1998 23:30,kirkland,wa,us,triangle,60,1minute +,On Thursday night&#44 December 3&#44 1998&#44 I was driving alone toward my home.  At approximately 11:30 pm&#44 I turned right onto Slater Street&#44,1/28/1999,47.6816667,-122.2075000
12/3/2000 23:20,maple valley,wa,us,formation,300,5 minutes,3 LIGHTS SEEN IN FORMATION ABOVE MAPLE VALLEY&#44 WA. (USA) ON 12/3/00 @ 11:20PM.,12/9/2000,47.4066667,-122.0375000
1/23/2004 00:10,alger,wa,us,egg,3,3 seconds,Large bright egg shaped flash,1/31/2004,48.6200000,-122.3400000
1/23/2007 17:30,ridgefield,wa,us,light,600,10 min,eating dinner and noticed a light hovering 5 miles away. It was not moving it just hovered thier.,2/1/2007,45.8152778,-122.7413889
1/23/2007 20:55,seattle,wa,us,light,4,3 to 4 seconds,Two red balls of light heading East to West over Seattle on converging paths.,2/1/2007,47.6063889,-122.3308333
1/23/2008 02:00,seattle,wa,us,teardrop,180,3 minutes,Teardrop-shaped&#44 pulsating&#44 hovering object seen over water,2/14/2008,47.6063889,-122.3308333
12/3/2008 17:55,federal way,wa,us,unknown,25,25 sec.,lights by boeing feild,1/10/2009,47.3225000,-122.3113889
12/3/2009 17:30,puyallup,wa,us,sphere,60,1minute,A silent orange orb flew south and east of my position. Very hard to identify.,12/12/2009,47.1855556,-122.2916667
1/23/2009 19:45,eastsound,wa,us,light,7200,2 hrs+-,Very bright light that we thought was a planet at first&#44 moved north/south dimmed and brightened.  ((NUFORC Note:  Venus.  PD)),3/19/2009,48.6969444,-122.9041667
1/23/2013 07:15,kennewick,wa,us,oval,30,30 seconds,Object appeared in the early morning sky&#44 was seen by more than one person&#44 and affected the power in the immediate area.,2/4/2013,46.2113889,-119.1361111
12/4/1995 02:14,seattle,wa,us,light,2,2 sec.,Man reports a brief power failure&#44 looks outside and witnesses a luminous obj.&#44 size of star&#44 streak from W to E in southern sky.,11/2/1999,47.6063889,-122.3308333
12/4/2000 14:30,auburn,wa,us,unknown,3,2-3 seconds,OBJECT SIGHTED NEAR CHEMTRAILS AGAIN,12/9/2000,47.3075000,-122.2272222
1/24/2006 01:00,stanwood,wa,us,light,5400,1.5 hours,UFO spotted twice in one month (January 2006.)  Exactly like what was reported in 2003 in Snohomish.,2/14/2006,48.2413889,-122.3694444
1/24/2007 11:46,tacoma,wa,us,triangle,120,2 minutes,((NUFORC Note:  Vessel on surface.  PD))  Photographed triangular obj. moving slowly 30&#39-50&#39 over Tacoma Narrows&#44 heading N&#44 2min dur.,2/1/2007,47.2530556,-122.4430556
1/24/2007 16:48,spokane,wa,us,triangle,60,1 minute approximately,January 24&#44 2007&#44 flying West to East over Spokane&#44 WA&#44 7 elongated triangles following a bright sphere flew over with no sound.,6/12/2008,47.6588889,-117.4250000
1/24/2007 16:48,spokane,wa,us,triangle,60,1 minute,On January 24&#44 2007 approximately 4:48 PM&#44 a series of 8 silent UFO&#39s&#44 one sperical and  seven elongated triangles flew over Spokane,6/12/2008,47.6588889,-117.4250000
1/24/2007 20:36,bellevue,wa,us,other,300,5 minutes,Bright Lights Over Bellevue&#44 WA,2/1/2007,47.6105556,-122.1994444
12/4/2008 22:00,marysville,wa,us,other,120,2 minutes,While driving my daughter and I saw a batwing shaped large hovering object flying over Marysville&#44 Washington.,1/10/2009,48.0519444,-122.1758333
1/24/2012 22:30,mount vernon,wa,us,flash,1,split-second,Ultra-bright flash seen in night sky over south Skagit Co. on 01/24/2012.,2/3/2012,48.4213889,-122.3327778
12/4/2013 11:15,federal way,wa,us,unknown,480,8 minutes,Zero Noise. Flashing lights odd shape. No wings or helicopter blades.,12/5/2013,47.3225000,-122.3113889
1/24/2013 20:00,kelso,wa,us,circle,3,3 seconds,On January 24&#44 2014 at 8:00pm heading North on I5 at exit 40 I witnessed an 6 unidentified flying crafts. I know what I saw that night,1/30/2014,46.1469444,-122.9072222
1/24/2014 17:15,spokane valley,wa,us,light,300,5 minutes,My young son and I were at 16th and Bowdish.  We saw what we thought was a small plane perhaps losing an engine.  It lit up then we saw,1/30/2014,47.6733333,-117.2383333
1/24/2014 18:00,kelso,wa,us,sphere,300,5 minutes,Driving to Kelso Exit 39 thought it was paper lanterns in the sky. Orange in color.  Moving higher in elevation growing brighter and th,1/30/2014,46.1469444,-122.9072222
1/24/2014 19:00,seattle,wa,us,light,3600,1 hour,Object appeared near the Orion; cycling through a number of colors.  ((NUFORC Note:  Probably Sirius?  PD)),1/30/2014,47.6063889,-122.3308333
1/24/2014 20:05,kelso,wa,us,formation,240,3-4 minutes,12-14 bright orange lights that formed a line and than around each other and than left in a hurry.,1/30/2014,46.1469444,-122.9072222
1/24/2014 21:30,seattle,wa,us,light,60,60 seconds,Spot of light zig-zagging over Seattle.,1/30/2014,47.6063889,-122.3308333
12/5/1983 05:00,kent,wa,us,unknown,1,1 second,An object shot across the sky&#44 came to a stop&#44 continued on and burned out.  Looked just like a shooting start except that it stopped.,8/30/1999,47.3811111,-122.2336111
12/5/1995 20:30,north bend,wa,us,chevron,240,4 min.,Two adults&#44 7 children&#44 witness &quot;an orangey light&#44 like an 1/8th moon&#44&quot; hover&#44  move south&#44 then hover again in clouds. No sound.,11/2/1999,47.4958333,-121.7855556
12/5/1996 22:00,seattle,wa,us,,30,30 sec.,Man looking W over Pug. Sound from high-rise apt. sees large &quot;flattened oval of red/orange light&quot; arch across sky in perfect arc.,11/2/1999,47.6063889,-122.3308333
12/5/1997 22:00,ferndale,wa,us,unknown,360,5 to 6 minutes,The last night of the eight planets lining up.  Huge craft flew over. NO SOUND.  Thought it was a shooting star&#44 went really fast then,5/24/1999,48.8466667,-122.5897222
12/5/2000 15:27,darrington,wa,us,other,2,seconds,Three  Super Load Sonic Booms,12/20/2000,48.2555556,-121.6002778
1/25/2000 21:30,gold bar,wa,us,cigar,14,14 secs.,((deleted)) saw it before I did. It was a cigar-shaped thing. It was moving at a high rate of speed through the mtns. It glowed on one,2/16/2000,47.8569444,-121.6958333
1/25/2001 22:33,seattle,wa,us,fireball,1,one secaond,While driving noth on I-5 I observed the white fireball dropping out of the sky as I looked in the direction over northeast Seattle.  I,2/18/2001,47.6063889,-122.3308333
12/5/2005 17:25,richland,wa,us,triangle,30,30 seconds,Triangle over Richland&#44 WA,12/16/2005,46.2858333,-119.2833333
12/5/2005 23:00,centralia,wa,us,circle,4,4 seconds,3 craft a faint white heading ne. makeing a full circle as they flew 4 seconds later thy were gone&#33 i know what i saw&#33,12/16/2005,46.7163889,-122.9530556
1/25/2007 13:30,ashford,wa,us,triangle,3600,1 hour,white/clear triangle   Mt. Rainier   hovered over my cabin    burned the needles/cones off a fir tree 70&#39 off ground missing time  500,4/27/2007,46.7586111,-122.0297222
12/5/2007 21:30,port townsend,wa,us,fireball,3,3 seconds,A  very bright object  was seen moving rapidly in the western sky,3/4/2008,48.1172222,-122.7591667
12/5/2008 06:10,tacoma,wa,us,other,1200,20 minutes,Christmas Bell Shaped Lit Objects in sky with Red and White lights that seemed blurry or hazy.,1/10/2009,47.2530556,-122.4430556
1/25/2008 16:40,tacoma,wa,us,oval,10,5 to 10 secs.,Yellow oval UFO exits cloud bank above Snolqualmie Forest foothills and disappears in cloud to South.,2/14/2008,47.2530556,-122.4430556
1/25/2009 22:30,yakima,wa,us,other,1200,20 min,3 or 4 lights going in circular motions &amp; then meeting as 1.  ((NUFORC Note:  Consistent with advertising lights.  PD)),3/19/2009,46.6022222,-120.5047222
1/25/2010 05:00,lake stevens,wa,us,unknown,900,15min.,Monday the 25th and the 26th. I am up at 4:45am every morning&#44 went out to have a smoke. The skys were clear&#44 both mornings&#44 I saw what,2/14/2010,48.0152778,-122.0625000
12/5/2010 19:00,vancouver,wa,us,triangle,60,half hour,UFO sighting Vancouver&#44 WA December 5th&#44 2010.,1/5/2011,45.6388889,-122.6602778
12/5/2011 21:00,renton,wa,us,light,240,4 min,Bright orb like light over sea tac dec 5 2011 21:00,12/12/2011,47.4830556,-122.2158333
12/5/2012 06:15,renton,wa,us,fireball,30,30 seconds,I was leaving this morning 12/05/12 at 0615. I was walking out to my car and I focused my eyes towards the eastern sky. It was still da,12/20/2012,47.4830556,-122.2158333
1/25/2012 23:30,fall city,wa,us,oval,1800,30 minutes,Flashing oval object sighted in Fall city,2/3/2012,47.5675000,-121.8875000
12/5/2013 20:00,vancouver,wa,us,circle,120,2 minutes,There were two lighted circle objects flying parallel west to east then shot straight up in the sky and disappeared  I got a picture of,12/12/2013,45.6388889,-122.6602778
12/5/2013 23:52,port ludlow,wa,us,,1,1 second,House shaken by a loud &quot;boom&quot; sound.,12/12/2013,47.9255556,-122.6822222
1/25/2014 19:30,kent,wa,us,changing,300,5 minutes,Reddish orange glowing lights in an orb shape.,1/30/2014,47.3811111,-122.2336111
12/6/1995 17:00,bothell,wa,us,,240,4 min.,Father &amp; daughter driving in car witness &quot;beautiful electric blue&quot; triang. shaped obj. in evening sky.  Flipped on side&#44 maneuvered.,11/2/1999,47.7625000,-122.2041667
1/26/1995 19:00,concrete,wa,us,light,3300,55 min.,Seattle City Light empl. reports several strange lights&#44 which &quot;bob&quot; below horizon&#44 then reappear.,11/2/1999,48.5394444,-121.7450000
12/6/1995 22:45,lynnwood,wa,us,,2,2 sec.,Five youth watching TV see a &quot;black obj.&#44 w/ no lights&quot; streak by apt. window.  Later&#44 saw beam of light over pond.  Called 911.,11/2/1999,47.8211111,-122.3138889
12/6/2000 18:40,forks,wa,us,cigar,420,seven min.,Two paralell light were jolting back and forth around the moon.,4/1/2001,47.9505556,-124.3841667
1/26/2000 19:37,seattle,wa,us,fireball,15,8to15sec.,Driving to a meeting in Seattle Capitol Hill area&#44 s. bound I-5 exited at Roanoke&#44 I was stopped at light to turn&#44 very clear winter ni,3/16/2000,47.6063889,-122.3308333
1/26/2001 22:30,edmonds,wa,us,oval,180,2-3 minutes,Large bright white oval ball of light hovering over lynnwood or edmonds on 1/26/01 around 10:30 pm,2/18/2001,47.8108333,-122.3761111
12/6/2002 19:25,arlington,wa,us,fireball,1,splt second,A green fireball going towards Granite Falls,12/23/2002,48.1988889,-122.1238889
12/6/2002 19:30,port angeles (5.5 miles east of),wa,us,disk,60,< 1 min.,VERY reliable second hand information as follows: On the night of Friday&#44 Dec. 6&#44 2002 at 7:30 pm&#44 a friend was driving home from work,12/23/2002,48.1183333,-123.4294444
12/6/2002 19:35,mt. vernon,wa,us,fireball,7,5-7 seconds,Bright white fireball&#44 Washington State.,12/23/2002,48.4213889,-122.3327778
12/6/2005 19:30,mount vernon,wa,us,unknown,120,2 minutes,Dark object with three lights on the bottom arranged in a triangle,12/16/2005,48.4213889,-122.3327778
12/6/2007 23:30,black diamond,wa,us,light,1800,30 minutes,Very slow moving bright white light&#44 multiple colors illuminated like fire flames popping out between the black object and the white li,3/4/2008,47.3088889,-122.0019444
12/6/2009 01:10,auburn,wa,us,unknown,180,3 min.,Two low flying craft flying very slowly over HWY 167 southbound&#44 one with two white blinking lights second two green lights.,12/12/2009,47.3075000,-122.2272222
12/6/2010 14:30,vancouver,wa,us,triangle,300,5 mins,Triangular Space Craft by Stapleton Rd. Vancouver,1/5/2011,45.6388889,-122.6602778
12/6/2010 21:01,renton,wa,us,circle,120,a few minutes,Helicopter/airplane follows a fireball?,1/5/2011,47.4830556,-122.2158333
1/26/2010 21:40,chico,wa,us,triangle,180,3 minutes,Two lights joined by a third to form a triangular shape hovering ESE of Chico&#44 Washington.,1/31/2011,47.6116667,-122.7091667
12/6/2012 20:18,tumwater,wa,us,oval,20,20 seconds,Blinking objects in formation.,12/20/2012,47.0075000,-122.9080556
12/6/2012 23:40,renton,wa,us,fireball,120,minutes,((HOAX??))  Male alleges to have witnessed approximately a dozen orange &quot;fireballs&quot; seen above Renton.,12/20/2012,47.4830556,-122.2158333
1/26/2014 02:20,lynden,wa,us,flash,3,3 seconds,Bright downward Strike of light of green and red. Beautiful and vivid .,1/30/2014,48.9466667,-122.4508333
1/26/2014 17:15,kelso,wa,us,fireball,180,2-3 minutes,Saw a fireball flyover Longview WA from Kelso WA.,1/30/2014,46.1469444,-122.9072222
1/27/1995 06:26,seatac,wa,us,light,120,2 min.,Two witnesses see red blinking and solid white light moving over the Cascade Mountains.,11/2/1999,47.4538889,-122.3205556
1/27/1998 19:30,woodland (6 miles from town),wa,us,triangle,120,2 minutes,Triangular shaped craft glowing alternately red/orange then dimming;  with a teal colored light at each point flew from the South hover,3/7/1998,45.9047222,-122.7427778
1/27/1998 20:20,woodinville (north east),wa,us,sphere,240,3-4 min.,My younger sister came to me saying that she saw a bright&#44 round glowing object in the far South East sky outside of our home in Woodin,3/7/1998,47.7544444,-122.1622222
1/27/2000 19:40,leavenworth,wa,us,fireball,600,10 minutes,It was an orange ball&#44 circle type&#44 it glowed somewhat. It seemed to be a circle with something above it that seemed to be either carry,2/16/2000,47.5963889,-120.6602778
12/7/2005 00:50,marysville,wa,us,,1,1 second,Blue light impact - Marysville,12/16/2005,48.0519444,-122.1758333
1/27/2007 17:30,seattle,wa,us,disk,1200,20 min,Black disk with red lights flys over the seattle area.,2/1/2007,47.6063889,-122.3308333
1/27/2012 18:45,brady,wa,us,fireball,5,4-5 seconds,Fireball with long conical tail,2/3/2012,46.9961111,-123.5105556
12/7/2012 20:40,spokane valley,wa,us,,300,2-5 minutes,unexplained experience in Spokane Valley.,12/20/2012,47.6733333,-117.2383333
1/27/2012 21:40,bremerton,wa,us,triangle,900,15 minutes,My children saw a triangle of bright white lights flashing.  Then they separated.  As they separated they changed color between red and,2/3/2012,47.5675000,-122.6313889
12/7/2013 16:00,olympia,wa,us,other,480,8 minutes,Fast moving light with trail&#44 like a comet but not a comet.,12/12/2013,47.0380556,-122.8994444
1/27/2013 21:00,kelso,wa,us,other,120,~2 minutes,Strange humanoid encounter. No crafts seen.,2/18/2013,46.1469444,-122.9072222
1/27/2014 17:35,longview,wa,us,fireball,180,2-3 minutes,Driving home just after sundown I drove around a corner to see a number of lights (9-12)&#44 red-orange in color&#44 ascending to the sky. Af,1/30/2014,46.1383333,-122.9369444
12/8/1997 19:40,east wenatchee,wa,us,light,300,3-5 minutes,It was a ball of light that was orange in the center with a red haze around it. When it passed overhead it broke in two and continued o,1/28/1999,47.4158333,-120.2919444
12/8/1997 24:00,wenatchee,wa,us,light,300,5 minutes,Our newspaper did a story on this site and picked out stories from our area. One incident caught my attention as I believe that it was,4/25/2002,47.4236111,-120.3091667
12/8/1999 17:40,seattle,wa,us,light,5,5sec,intense blue light travelling se across entire sky,12/16/1999,47.6063889,-122.3308333
12/8/2002 20:45,bellingham,wa,us,other,180,2-3 min,The lights display wasnothing like i&#39d ever seen but the SOUND..Everyones dogs were howling crazy,12/23/2002,48.7597222,-122.4869444
12/8/2002 20:45,bellingham,wa,us,other,600,5-10 min,The Sound..was incrediable&#44the dogs went crazy&#44the light display was amazing,12/23/2002,48.7597222,-122.4869444
12/8/2003 00:20,bremerton,wa,us,fireball,60,1 minute,Firery ball,12/19/2003,47.5675000,-122.6313889
1/28/2003 12:45,puyallup,wa,us,,20,20 sec.,Two men report witnessing multiple tiny objects apparently tracking a USAF C-17 landing at McChord AFB.,2/11/2003,47.1855556,-122.2916667
12/8/2005 05:30,chehalis,wa,us,oval,2400,40 minutes,Hovering light moving in the distance randomly at high speeds&#44 no abduction this time.,12/16/2005,46.6622222,-122.9627778
1/28/2007 00:01,ballard (seattle),wa,us,chevron,7,7 secondds,Chevron shaped craft turning at low altitude to intercept a jet in Seattle,2/1/2007,47.6761111,-122.3861111
12/8/2007 18:00,spokane,wa,us,rectangle,600,10 minutes,Brightly-lighted&#44 box-like stationary craft. Looked like a scaffold or a playground &quot;jungle Gym&quot;  (maybe a space station)  First sighti,3/4/2008,47.6588889,-117.4250000
1/28/2007 18:11,ridgefield,wa,us,light,1200,20 min,light seen  ((NUFORC Note:  Possible landing light on distant aircraft??  PD)),2/1/2007,45.8152778,-122.7413889
1/28/2007 20:00,seattle,wa,us,oval,2,a few seconds,UFO streaks across the night sky,2/1/2007,47.6063889,-122.3308333
12/8/2008 22:37,longview,wa,us,diamond,2700,45 mins,Object close to ground with erratic color and shape patterns.  ((NUFORC Note:  Possible sighting of Sirius.  PD)),1/10/2009,46.1383333,-122.9369444
1/28/2011 22:16,lynnwood,wa,us,unknown,45,45sec,small fire ball moving at very slow speed,12/12/2011,47.8211111,-122.3138889
12/8/2012 20:45,spokane valley,wa,us,changing,240,3-4 minutes,Explainable red lights in the sky.,12/20/2012,47.6733333,-117.2383333
12/8/2012 20:45,spokane valley,wa,us,changing,480,8 minutes,Unexplained light show over Spokane Valley&#44 Wa.,12/20/2012,47.6733333,-117.2383333
12/8/2012 20:45,spokane valley,wa,us,fireball,900,15 minutes,FIREBALLS SEEN BY ENTIRE FAMILY OVER THE SPOKANE VALLEY...VIDEO EVIDENCE TOO&#33&#33,12/20/2012,47.6733333,-117.2383333
12/8/2012 23:45,medical lake,wa,us,light,1800,30 minutes,Orange/white ball of light seen bouncing like a ping pong ball north of Fairchild Airforce Base Washington.,12/20/2012,47.5730556,-117.6811111
12/8/2013 22:46,port orchard,wa,us,fireball,180,3 minutes,A bright orange looking star that moved In impossible ways and speeds.,12/12/2013,47.5405556,-122.6350000
12/9/1965 16:00,fairmont,wa,us,other,10,10seconds,In 1965 i was 9 years old and me and mt sister saw a fire ball craft tha looked like a acorn shaped craft somewhat like a bell with sim,12/12/2011,47.9930556,-122.8647222
12/9/1997 08:30,kent (auburn&#44 over s. king co. valley),wa,us,circle,300,5 minutes,Circular&#44 bright metallic object hovering&#44 seemingly dissapearing and reapearing in the same place high in the sky in South King County,4/25/2002,47.3811111,-122.2336111
12/9/1999 18:00,purdy,wa,us,fireball,2,1-2 seconds,PALE GREEN LIGHT MOVING VERY FAST FROM NE TO SW.  SIGHTED BETWEEN CLOUDS. APPEARED TO BE DROPPING INTO THE BAY IN THE DIRECTION OF OLYM,12/16/1999,47.3891667,-122.6241667
12/9/1999 18:15,lyle,wa,us,fireball,0.01,millisecond,Incredible...full moon sized bright orange fireball in the North sky near Mt.Adams..fell straight down and exploded..2 small fire-balls,12/16/1999,45.6961111,-121.2850000
1/29/2000 10:00,seatac,wa,us,fireball,300,5 minutes,Fireball streaking in southeast direction&#44 looked at first like a gigantic meteorite burning up in the atmosphere.,5/11/2000,47.4538889,-122.3205556
1/29/2007 18:00,port orchard,wa,us,light,600,10 minutes,Single Red light slow and straight from west to east.,2/24/2007,47.5405556,-122.6350000
1/29/2007 18:45,bremerton,wa,us,light,1200,20 minutes,A red light traveling at a slow speed was visible for 20 mintes and was seen to hover four times.,2/1/2007,47.5675000,-122.6313889
1/29/2007 20:30,arlington,wa,us,sphere,300,5 min.,I was having a smoke&#44  I looked up into the sky  and saw an unusual light East North East&#44  from where I live in Arlington&#44  the UFO ap,2/1/2007,48.1988889,-122.1238889
12/9/2011 05:00,brinnon,wa,us,circle,1200,20 min,Brown&#44 blue and orange --he was by himself -standing in the street &#44,12/12/2011,47.6794444,-122.8969444
1/29/2012 01:30,lacey,wa,us,flash,3600,1 hr,Momentary&#44 multiple bright flashes in the sky.,2/3/2012,47.0344444,-122.8219444
1/30/2004 18:47,chehalis,wa,us,light,780,13 minutes,Bright light  above fields to east of Interstate 5&#44 which did not move while watched for 13 minutes.,1/31/2004,46.6622222,-122.9627778
1/30/2004 19:30,mountlake terrace (seattle),wa,us,diamond,3600,approx60 minutes,One very bright light in one location moving from slightly from side to side for about an hour then faded out,2/12/2004,47.7883333,-122.3075000
1/30/2005 19:00,yelm,wa,us,triangle,30,30 seconds,Well My boyfriend (nathan) and I were driving on Yelm highway which is in the boonies. There are no street lights and the road is surro,2/8/2005,46.9422222,-122.6047222
1/30/2009 13:20,lacey,wa,us,sphere,2400,40 min,silver shape object that moved then stayed in one spot,3/19/2009,47.0344444,-122.8219444
1/30/2014 21:03,lynden,wa,us,other,480,8 minutes,Huge white light blinked out and was a square object with 4 lights and NO sound.,2/7/2014,48.9466667,-122.4508333
1/31/2005 22:45,puyallup,wa,us,light,420,seven minutes,Nighttime UFO sighting in east Pierce County&#44 wa,2/8/2005,47.1855556,-122.2916667
1/31/2006 03:00,kirkland,wa,us,,600,10 min,Strange blue lights in Kirkland WA,2/14/2006,47.6816667,-122.2075000
1/31/2013 12:00,puyallup,wa,us,changing,600,5-10 minutes,Daylight sighting of shape-shifting UFO.,2/18/2013,47.1855556,-122.2916667
1/3/1995 18:00,marysville,wa,us,triangle,120,2 minutes,Young man sees large triangular ship w/ blue &amp; white lights moving slowly in night sky. Streaks off to north.,11/2/1999,48.0519444,-122.1758333
1/3/1995 20:49,redmond,wa,us,,5,5 seconds,Experienced ufologist reports seeing large&#44 round&#44 white light that moved across sky.  Saw 2 other small obj..,11/2/1999,47.6741667,-122.1202778
1/3/1995 21:55,seattle,wa,us,,0.5,0.5 second,Couple sees &quot;meteor&quot; streak from south to north&#44 but turned suddenly. Very fast.,11/2/1999,47.6063889,-122.3308333
1/3/1999 08:45,bellevue,wa,us,light,300,4-5 min.,Orange light seen in Northeast sky moving slowly upward&#44 then stopping and then moving to right (south) - approx altitude 25&#44000 feet,5/24/1999,47.6105556,-122.1994444
1/3/2004 23:05,olympia,wa,us,circle,60,1 minute,Olympia&#44 WA 01/03 UFO&#39s,1/17/2004,47.0380556,-122.8994444
1/3/2008 15:00,seattle,wa,us,unknown,300,5min,Abduction,1/21/2008,47.6063889,-122.3308333
1/3/2011 05:15,renton,wa,us,flash,1,1 sec,flash of light moving toward lake washington,1/5/2011,47.4830556,-122.2158333
1/3/2011 22:00,hoquiam,wa,us,light,60,one minute,red/orange light zig zagging east to west,1/5/2011,46.9811111,-123.8880556
1/4/2005 02:00,bellevue,wa,us,sphere,120,2 minutes,SMALL SPARKLY WHITE SPHERICAL UFO--CLOSE PROXIMITY TO HOUSE 2AM 4 JANUARY 2005 SILENT,5/29/2012,47.6105556,-122.1994444
1/4/2005 18:30,sammamish,wa,us,fireball,2,2 seconds,Bright ball of light falling from the ski in Sammamish looking East towards the mountians.,1/19/2005,47.6419444,-122.0791667
1/4/2005 19:25,bremerton,wa,us,diamond,60,1-minute,I was hooking up my tractor/trailer at my company&#39s yard in West Bremerton&#44 Wa. (West Hills)&#44 I happened to look out toward the Northwe,1/11/2005,47.5675000,-122.6313889
1/4/2006 24:00,sequim,wa,us,,1200,20 minutes,5 brief but intense flashes of light at 4 minute intervals,2/14/2006,48.0797222,-123.1005556
1/4/2007 23:45,tacoma,wa,us,light,240,4 minutes,Strange lights over McChord AFB&#44 Tacoma WA,2/1/2007,47.2530556,-122.4430556
1/4/2014 01:00,lakewood,wa,us,cone,45,45 seconds,Cone shaped vertical flight path.,1/10/2014,47.1719444,-122.5172222
1/4/2014 21:15,tacoma (port of),wa,us,other,1800,30 minutes,Strange crafts hovered formation lights not like aircraft or drones vedeo shows same.,1/10/2014,47.2530556,-122.4430556
1/5/1995 09:50,seattle,wa,us,light,5,5 seconds,MUFON member witnesses very bright light during daylight hours for 5 sec..  Appears 2nd time&#44 disappears.,11/2/1999,47.6063889,-122.3308333
1/5/1995 20:10,sumner,wa,us,disk,40,20-40 sec,ship flew almost over my head and it was comming in for a landing. I was shook up and would&#44nt go after it and this is why. est 250ft l,11/21/2010,47.2033333,-122.2391667
1/5/1995 21:05,sumner,wa,us,disk,8,7 to 8 sec,Saucer comming in for landing at tree top and I was allmost under it. aprox 250X35 the ship had two doors that was black in color the r,6/3/2010,47.2033333,-122.2391667
1/5/1999 05:31,seattle (north),wa,us,fireball,1,1 sec,single very bright light green colored fireball traverses 40 degrees of the sky on south&#44 downward-slanted trajectory&#44 moved quite fast,5/24/1999,47.6063889,-122.3308333
